name,city,country,address,latitude,longitude,website,phone,email,description,instagramUrl,twitterUrl,linkedinUrl,facebookUrl,hotDeskPrice,dedicatedDeskPrice,privateOfficePrice,pricingCurrency,amenities,images,source,sourceId,featured,verified
WeWork Tel Aviv,Tel Aviv,Israel,"1 Azrieli Center, Tel Aviv 6701101",32.0744,34.7925,https://www.wework.com,+972-3-5555-0100,,"Premium coworking in Tel Aviv's iconic Azrieli Towers",,,,,400,580,1100,ILS,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,City Views",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-telaviv,1,1
LABS Tel Aviv,Tel Aviv,Israel,"28 Ben Avigdor St, Tel Aviv 6136902",32.0773,34.7744,https://www.labs.com,+972-3-5555-0200,,Tech-focused coworking in heart of Tel Aviv startup scene,,,,,380,550,1050,ILS,"High-Speed WiFi,Meeting Rooms,Event Space,Mentorship,Rooftop",https://images.unsplash.com/photo-1504384308090-c894fdcc538d,Manual,labs-telaviv,1,1
WeWork Seoul Gangnam,Seoul,South Korea,"152 Teheran-ro, Gangnam-gu, Seoul",37.5004,127.0358,https://www.wework.com,+82-2-5555-0100,,Modern coworking in Seoul's tech and business district,,,,,420,600,1150,KRW,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Phone Booths,Event Space",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-seoul-gangnam,1,1
Maru 180,Seoul,South Korea,"180 Seongmisan-ro, Mapo-gu, Seoul",37.5665,126.9201,https://www.maru180.com,+82-2-5555-0200,,Community-driven coworking in creative Hongdae area,,,,,340,490,920,KRW,"High-Speed WiFi,Meeting Rooms,Event Space,Library,Cafe,Rooftop",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,maru180-seoul,1,1
The Hive Hong Kong,Hong Kong,Hong Kong,"33 Hysan Ave, Causeway Bay",22.2794,114.1837,https://thehive.com.hk,+852-5555-0100,,Premium coworking in bustling Causeway Bay,,,,,450,650,1250,HKD,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Lounge Area",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,hive-hongkong,1,1
Garage Society,Hong Kong,Hong Kong,"Level 9, 8 Hart Avenue, Tsim Sha Tsui",22.2975,114.1718,https://www.garagesociety.com,+852-5555-0200,,Boutique coworking with harbor views in TST,,,,,420,600,1150,HKD,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Event Space,Harbor Views,Terrace",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,garage-hongkong,1,1
91SpringBoard Bangalore,Bangalore,India,"Creaticity Mall, Yemalur, Bangalore 560037",12.9346,77.6907,https://www.91springboard.com,+91-80-5555-0100,,India's largest coworking network in tech capital,,,,,280,420,780,INR,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Event Space,Cafeteria,Gym",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,91spring-bangalore,1,1
WeWork Bangalore,Bangalore,India,"Salarpuria Symbiosis, Marathahalli, Bangalore",12.9592,77.6992,https://www.wework.com,+91-80-5555-0200,,Global coworking brand in Bangalore's IT corridor,,,,,320,460,880,INR,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Game Room",https://images.unsplash.com/photo-1504384308090-c894fdcc538d,Manual,wework-bangalore,1,1
Cowrks Mumbai,Mumbai,India,"Parel East, Mumbai 400012",19.0113,72.8417,https://www.cowrks.com,+91-22-5555-0100,,Premium coworking in Mumbai's business district,,,,,340,490,920,INR,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Event Space,Wellness Room,Rooftop",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,cowrks-mumbai,1,1
WeWork Mexico City,Mexico City,Mexico,"Montes Urales 424, Miguel Hidalgo, CDMX",19.4270,-99.2015,https://www.wework.com,+52-55-5555-0100,,Modern coworking in upscale Polanco district,,,,,360,520,980,MXN,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Terrace",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-mexicocity,1,1
Impact Hub CDMX,Mexico City,Mexico,"Medellín 28, Roma Norte, CDMX",19.4136,-99.1680,https://hubcdmx.mx,+52-55-5555-0200,,Social impact coworking in trendy Roma Norte,,,,,300,440,820,MXN,"High-Speed WiFi,Meeting Rooms,Event Space,Community Garden,Kitchen",https://images.unsplash.com/photo-1504384308090-c894fdcc538d,Manual,impacthub-cdmx,1,1
WeWork Sao Paulo,Sao Paulo,Brazil,"Av Faria Lima 3064, Sao Paulo",23.5749,-46.6901,https://www.wework.com,+55-11-5555-0100,,Premium coworking on Sao Paulo's main business avenue,,,,,380,550,1050,BRL,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Lounge Area",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-saopaulo,1,1
Spaces Faria Lima,Sao Paulo,Brazil,"Av Brigadeiro Faria Lima 1485, Sao Paulo",23.5693,-46.6922,https://www.spacesworks.com,+55-11-5555-0200,,Modern flexible workspace in Jardins,,,,,360,520,980,BRL,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Event Space,Terrace",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,spaces-saopaulo,,1
WeWork Shanghai,Shanghai,China,"1000 Huaihai Middle Rd, Shanghai",31.2165,121.4566,https://www.wework.com,+86-21-5555-0100,,Global coworking in Shanghai's premier shopping district,,,,,420,600,1150,CNY,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,City Views",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-shanghai,1,1
Naked Hub Shanghai,Shanghai,China,"188 Jiangning Rd, Shanghai",31.2429,121.4475,https://www.nakedhub.com,+86-21-5555-0200,,Design-forward coworking with multiple Shanghai locations,,,,,400,580,1100,CNY,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Wellness Room,Event Space,Art Gallery",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,nakedhub-shanghai,1,1
WeWork Beijing,Beijing,China,"85 Jianguo Rd, Chaoyang District, Beijing",39.9075,116.4612,https://www.wework.com,+86-10-5555-0100,,Premium coworking in Beijing's CBD,,,,,410,590,1120,CNY,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Lounge Area",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-beijing,1,1
Kr Space Beijing,Beijing,China,"Dongdaqiao Rd, Chaoyang, Beijing",39.9142,116.4584,https://www.krspace.cn,+86-10-5555-0200,,Tech startup coworking with VC connections,,,,,380,550,1050,CNY,"High-Speed WiFi,Meeting Rooms,Event Space,Pitch Room,Mentorship",https://images.unsplash.com/photo-1504384308090-c894fdcc538d,Manual,krspace-beijing,1,1
WeWork Manila,Manila,Philippines,"The Infinity Tower, BGC, Metro Manila",14.5515,121.0499,https://www.wework.com,+63-2-5555-0100,,Modern coworking in Bonifacio Global City,,,,,320,460,880,PHP,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-manila,1,1
ASPACE Manila,Manila,Philippines,"Felcris Centrale, BGC, Metro Manila",14.5529,121.0485,https://www.aspace.com.ph,+63-2-5555-0200,,Local coworking brand with Filipino hospitality,,,,,280,420,780,PHP,"High-Speed WiFi,Meeting Rooms,Event Space,Cafe,Lounge Area",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,aspace-manila,,1
WeWork Bangkok,Bangkok,Thailand,"87 Wireless Rd, Lumpini, Bangkok",13.7428,100.5481,https://www.wework.com,+66-2-555-0100,,Premium coworking in Bangkok's business district,,,,,350,500,950,THB,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Wellness Room",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-bangkok,1,1
Hubba Thailand,Bangkok,Thailand,"Sukhumvit 71, Phra Khanong Nuea, Bangkok",13.7252,100.5901,https://hubbathailand.com,+66-2-555-0200,,Vibrant startup community and coworking in Thonglor,,,,,300,440,820,THB,"High-Speed WiFi,Meeting Rooms,Event Space,Cafe,Outdoor Space",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,hubba-bangkok,1,1
Fishburners Brisbane,Brisbane,Australia,"Level 2, 315 Brunswick St, Fortitude Valley",27.4560,153.0334,https://fishburners.org,+61-7-5555-0100,,Queensland's leading startup hub in Fortitude Valley,,,,,340,490,920,AUD,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Event Space,Mentorship",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,fishburners-brisbane,1,1
WeWork Melbourne,Melbourne,Australia,"699 Bourke St, Melbourne VIC 3000",-37.8154,144.9572,https://www.wework.com,+61-3-5555-0100,,Modern coworking in Melbourne's Docklands precinct,,,,,400,580,1100,AUD,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Event Space,Harbor Views",https://images.unsplash.com/photo-1504384308090-c894fdcc538d,Manual,wework-melbourne,1,1
WeWork Montreal,Montreal,Canada,"1 Westmount Square, Montreal, QC H3Z 2P9",45.4887,-73.5943,https://www.wework.com,+1-514-555-0100,,"Bilingual coworking community in Westmount Square",,,,,360,520,980,CAD,"High-Speed WiFi,Coffee Bar,Meeting Rooms,Event Space,Lounge Area",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-montreal,,1
Crew Collective,Montreal,Canada,"360 Saint-Jacques St, Montreal, QC H2Y 1P5",45.5011,-73.5567,https://www.crewcollective.com,+1-514-555-0200,,Stunning coworking in historic bank building,,,,,380,550,1050,CAD,"High-Speed WiFi,Cafe,Meeting Rooms,Event Space,Historic Architecture",https://images.unsplash.com/photo-1524758631624-e2822e304c36,Manual,crew-montreal,1,1
WeWork Vancouver,Vancouver,Canada,"505 Burrard St, Vancouver, BC V7X 1M3",49.2829,-123.1188,https://www.wework.com,+1-604-555-0100,,Downtown coworking with mountain and ocean views,,,,,420,600,1150,CAD,"High-Speed WiFi,Coffee Bar,Meeting Rooms,24/7 Access,Mountain Views,Event Space",https://images.unsplash.com/photo-1497366216548-37526070297c,Manual,wework-vancouver,1,1
The Network Hub,Vancouver,Canada,"128 W Hastings St, Vancouver, BC V6B 1G8",49.2826,-123.1089,https://www.thenetworkhub.ca,+1-604-555-0200,,Community-focused coworking in Gastown,,,,,360,520,980,CAD,"High-Speed WiFi,Meeting Rooms,Event Space,Lounge Area,Kitchen",https://images.unsplash.com/photo-1497366811353-6870744d04b2,Manual,networkhub-vancouver,,1
